,X,Y,CTY_CODE,ADTTOTAL,BRIDGE_ID,COVERED_BRIDGE,CUSTODIAN,DECK_AREA,DECKWIDTH,DEPT_MAIN_MATERIAL_TYPE,DEPT_MAIN_PHYSICAL_TYPE,DESIGNMAIN,HISTSIGN,LENGTH,MATERIALMAIN,NBI_RATING,STATE_LOCAL,STRRATING,YEARBUILT,YEARRECON,FLOOD_INSP,KIND_HWY
3246,-77.6311178446,40.0096231691,28,5629.0,28099705200707,0.0,1.0,666.400024,39.2000008,2.0,1.0,19.0,0.0,17.0,1.0,0.0,1,7.0,1959.0,0.0,0.0,3.0
3248,-80.1940477467,39.8982090701,30,8348.0,30002103600400,0.0,1.0,324.00003,0.0,1.0,9.0,19.0,0.0,9.0,3.0,1.0,1,3.0,1953.0,0.0,0.0,3.0
3249,-80.1586444101,39.8974955419,30,16702.0,30002103801317,0.0,1.0,936.0,0.0,2.0,1.0,19.0,0.0,26.0,1.0,0.0,1,7.0,1966.0,0.0,0.0,3.0
3250,-80.124037479,39.8980787953,30,8366.0,30002104201601,0.0,1.0,924.000061,0.0,2.0,1.0,19.0,0.0,22.0,1.0,0.0,1,6.0,1965.0,0.0,0.0,3.0
3251,-80.0618194056,39.8896651443,30,9268.0,30002104900000,0.0,1.0,530.0,53.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,5.0,1933.0,1959.0,0.0,3.0
3252,-80.044986484,39.889756725,30,9268.0,30002105100185,0.0,1.0,712.0,44.5,2.0,1.0,1.0,0.0,16.0,1.0,0.0,1,6.0,1959.0,0.0,0.0,3.0
3253,-80.0389989719,39.8857450105,30,9268.0,30002105200000,0.0,1.0,865.20007,41.2000008,2.0,1.0,1.0,0.0,21.0,1.0,0.0,1,5.0,1933.0,1959.0,0.0,3.0
3254,-80.0582558299,39.732856988,30,11569.0,30007900041701,0.0,1.0,7317.69971,43.2999992,4.0,2.0,2.0,0.0,169.0,5.0,0.0,1,5.0,1970.0,0.0,0.0,1.0
3255,-77.1179559571,39.97103815,1,284.0,01100900500000,0.0,1.0,269.0,26.8999977,2.0,1.0,1.0,0.0,10.0,1.0,1.0,1,4.0,1932.0,0.0,0.0,3.0
3257,-77.9652448797,40.2157863777,31,748.0,31074700400254,0.0,1.0,230.000015,0.0,1.0,9.0,19.0,0.0,10.0,3.0,0.0,1,5.0,1957.0,0.0,0.0,3.0
3259,-77.9434507017,40.2672918628,31,748.0,31074701100091,0.0,1.0,230.000015,0.0,1.0,9.0,19.0,0.0,10.0,3.0,0.0,1,6.0,1953.0,0.0,0.0,3.0
3260,-77.9304053925,40.2867951643,31,748.0,31074701300840,0.0,1.0,207.000015,0.0,1.0,9.0,19.0,0.0,9.0,3.0,0.0,1,5.0,1953.0,0.0,0.0,3.0
3262,-77.8957867953,40.3570279595,31,1280.0,31074702400000,0.0,1.0,1482.00012,38.0,4.0,2.0,5.0,0.0,39.0,5.0,0.0,1,6.0,1967.0,2011.0,0.0,3.0
3263,-77.8943095638,40.3626162635,31,1280.0,31074702500000,0.0,1.0,1014.0,26.0,1.0,7.0,2.0,0.0,39.0,3.0,1.0,1,4.0,1941.0,1986.0,1.0,3.0
3270,-78.1747404962,39.81802297,29,1644.0,29052201002322,0.0,1.0,160.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,1.0,1,4.0,1930.0,0.0,0.0,2.0
3272,-80.0983718299,40.4003056767,2,18889.0,02304802100069,0.0,1.0,225.000015,0.0,2.0,0.0,19.0,0.0,9.0,1.0,1.0,1,4.0,1930.0,0.0,0.0,3.0
3274,-78.0115901075,39.9044933384,29,2750.0,29052203700000,0.0,1.0,627.900085,27.2999992,2.0,1.0,4.0,0.0,23.0,1.0,1.0,1,4.0,1941.0,0.0,0.0,2.0
3276,-80.2868907254,39.8459373742,30,393.0,30301100900637,0.0,1.0,311.999969,26.0,2.0,1.0,1.0,0.0,12.0,1.0,0.0,1,5.0,1933.0,1949.0,0.0,3.0
3277,-80.098571425,40.5891183421,2,5873.0,02401102101415,0.0,1.0,16353.0,47.4000015,4.0,2.0,6.0,0.0,345.0,5.0,0.0,1,7.0,2007.0,0.0,0.0,3.0
3278,-79.1417,41.8505000002,61,2000.0,61740588014002,0.0,4.0,13350.0,37.5,4.0,2.0,5.0,0.0,356.0,6.0,0.0,0,7.0,2006.0,0.0,0.0,5.0
3279,-79.8868051579,41.3349984578,60,461.0,60301301800000,0.0,1.0,15699.6006,35.5999985,1.0,9.0,2.0,0.0,441.00003,4.0,0.0,1,7.0,2007.0,0.0,0.0,3.0
3281,-80.4526963666,39.8222425382,30,213.0,30301200703655,0.0,1.0,556.600037,24.2000008,1.0,7.0,2.0,0.0,23.0,3.0,0.0,1,5.0,1938.0,1960.0,0.0,3.0
3282,-80.4463757296,39.8240707251,30,242.0,30301200801850,0.0,1.0,1118.0,26.0,1.0,6.0,2.0,0.0,43.0,3.0,1.0,1,4.0,1953.0,0.0,0.0,3.0
3283,-76.9967766186,39.9717322101,1,337.0,01101300500092,0.0,1.0,672.29999,24.8999996,1.0,6.0,2.0,0.0,27.0,3.0,0.0,1,5.0,1943.0,1991.0,0.0,3.0
3284,-80.1751,40.5002999999,2,6407.0,02307400200420,0.0,26.0,465.0,0.0,1.0,9.0,19.0,0.0,15.0,3.0,0.0,0,5.0,1985.0,0.0,0.0,3.0
3285,-80.2598171327,39.7249115364,30,176.0,30301300100000,0.0,1.0,3796.0,36.5,4.0,2.0,5.0,0.0,104.0,5.0,0.0,1,5.0,1990.0,0.0,0.0,3.0
3286,-80.2557378924,39.8155977095,30,1377.0,30301301401647,0.0,1.0,612.0,34.0,2.0,1.0,1.0,0.0,18.0,1.0,0.0,1,5.0,1960.0,0.0,0.0,3.0
3289,-80.2336070937,39.8591084282,30,1377.0,30301302100782,0.0,1.0,280.0,28.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,1,4.0,1933.0,0.0,0.0,3.0
3291,-80.4759212743,39.8448919372,30,87.0,30301600600110,0.0,1.0,324.0,0.0,1.0,9.0,19.0,0.0,12.0,3.0,1.0,1,4.0,1979.0,0.0,0.0,3.0
3292,-80.440376333,39.847151756,30,51.0,30301800201794,0.0,1.0,264.0,0.0,1.0,9.0,19.0,0.0,11.0,3.0,1.0,1,4.0,1940.0,0.0,0.0,3.0
3294,-80.0000745066,41.9913940196,25,5708.0,25019702301248,0.0,1.0,955.500061,45.5,2.0,1.0,1.0,0.0,21.0,1.0,0.0,1,7.0,1964.0,0.0,0.0,3.0
3295,-80.0132185328,42.0161800072,25,5708.0,25019702701916,0.0,1.0,1046.50012,45.5,2.0,1.0,1.0,0.0,23.0,1.0,0.0,1,7.0,1964.0,0.0,0.0,3.0
3297,-79.8486861865,40.4913043004,2,10089.0,02207300200000,0.0,1.0,240.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1943.0,0.0,0.0,3.0
3299,-79.7341423244,40.0433930092,26,404.0,26100800200000,0.0,1.0,390.0,26.0,2.0,1.0,1.0,0.0,15.0,1.0,0.0,1,6.0,1941.0,0.0,1.0,3.0
3300,-79.4274566479,40.0192083683,26,632.0,26100900101441,0.0,1.0,993.600037,27.6000004,2.0,1.0,4.0,0.0,36.0,1.0,0.0,1,5.0,1948.0,0.0,0.0,3.0
3303,-79.5407951885,40.04141772,26,334.0,26101900100262,0.0,1.0,392.5,15.6999998,1.0,7.0,2.0,0.0,25.0,3.0,1.0,1,5.0,1938.0,1950.0,1.0,3.0
3304,-79.5410973979,40.0430718405,26,334.0,26101900100877,0.0,1.0,522.5,27.5,1.0,6.0,2.0,0.0,19.0,3.0,1.0,1,5.0,1940.0,1952.0,0.0,3.0
3308,-79.7006733248,39.9279768634,26,1336.0,26102200200207,0.0,1.0,13296.001,48.0,4.0,4.0,2.0,0.0,277.0,5.0,0.0,1,5.0,1971.0,2008.0,0.0,3.0
3309,-79.687829518,39.9143859899,26,3987.0,26102400202096,0.0,1.0,601.20007,33.4000015,3.0,1.0,1.0,0.0,18.0,1.0,0.0,1,8.0,1960.0,2015.0,0.0,3.0
3310,-79.561382651,40.076823107,26,392.0,26102700200000,0.0,1.0,264.0,0.0,2.0,1.0,1.0,0.0,11.0,1.0,0.0,1,6.0,1942.0,1972.0,0.0,3.0
3312,-79.5532126268,40.1124863281,26,4625.0,26102700603047,0.0,1.0,2622.0,34.5,4.0,2.0,5.0,0.0,76.0,5.0,0.0,1,7.0,1988.0,0.0,1.0,3.0
3313,-79.5649853029,40.0725672558,26,4354.0,26102900100000,0.0,1.0,7070.00049,50.5,1.0,7.0,2.0,0.0,140.0,3.0,0.0,1,6.0,1965.0,2010.0,0.0,3.0
3315,-75.6639,41.7378000002,57,50.0,57721305820001,0.0,3.0,1274.99988,25.0,1.0,6.0,2.0,0.0,51.0,3.0,0.0,0,7.0,2009.0,0.0,0.0,5.0
3316,-79.6200683559,39.974980841,26,631.0,26103200301297,0.0,1.0,511.0,36.5,2.0,1.0,1.0,0.0,14.0,1.0,0.0,1,6.0,1942.0,0.0,0.0,3.0
3317,-77.8748806524,39.8768283647,28,1910.0,28300701701147,0.0,1.0,6489.59912,33.7999992,4.0,2.0,5.0,0.0,192.0,5.0,1.0,1,2.0,1960.0,0.0,0.0,3.0
3318,-76.4359928377,40.4362804505,38,6201.0,38002202400000,0.0,1.0,2070.6001,71.4000015,2.0,1.0,4.0,0.0,29.0,1.0,0.0,1,5.0,1939.0,0.0,0.0,2.0
3319,-76.3902785128,40.4521140356,38,8774.0,38002202900841,0.0,1.0,1380.00012,0.0,2.0,1.0,19.0,0.0,20.0,1.0,0.0,1,5.0,1948.0,0.0,0.0,2.0
3320,-76.4298235826,40.285777936,38,13327.0,38007200601167,0.0,1.0,304.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1955.0,0.0,0.0,3.0
3321,-76.476382479,40.3854411495,38,10463.0,38007201900000,0.0,1.0,324.00003,0.0,2.0,1.0,19.0,0.0,9.0,1.0,0.0,1,6.0,1930.0,0.0,0.0,3.0
3326,-76.4923382109,40.4019108442,38,10463.0,38007202101527,0.0,1.0,5046.7998,34.0999985,2.0,1.0,11.0,0.0,148.0,1.0,1.0,1,5.0,1930.0,0.0,1.0,3.0
3327,-76.4934418475,40.4040997169,38,10463.0,38007202200000,0.0,1.0,408.0,0.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,5.0,1930.0,0.0,0.0,3.0
3328,-76.4979817502,40.417941798,38,6730.0,38007202301562,0.0,1.0,6243.6001,72.5999985,2.0,1.0,7.0,0.0,86.0,1.0,1.0,1,5.0,1946.0,0.0,0.0,3.0
3331,-76.4924546227,40.4349290099,38,17594.0,38007800200108,0.0,1.0,6205.0,42.5,4.0,2.0,6.0,0.0,146.0,5.0,0.0,1,6.0,1969.0,0.0,0.0,1.0
3333,-76.4842733312,40.4393043731,38,17594.0,38007800240302,0.0,1.0,3740.00024,42.5,2.0,1.0,1.0,0.0,88.0,2.0,0.0,1,5.0,1969.0,0.0,0.0,1.0
3334,-76.4844139119,40.4395778997,38,16913.0,38007800250327,0.0,1.0,3740.00024,42.5,2.0,1.0,1.0,0.0,88.0,2.0,0.0,1,5.0,1969.0,0.0,0.0,1.0
3335,-76.4463669673,40.4502440663,38,16913.0,38007800451135,0.0,1.0,3680.1001,42.2999992,2.0,1.0,1.0,0.0,87.0,2.0,0.0,1,6.0,1969.0,0.0,0.0,1.0
3336,-77.6315427659,40.4471364352,34,39.0,34400500300644,0.0,1.0,111.999992,0.0,1.0,9.0,19.0,0.0,4.0,3.0,1.0,1,3.0,1962.0,0.0,0.0,3.0
3337,-77.6572996733,40.4417672456,34,39.0,34400500600408,0.0,1.0,463.5,30.8999977,1.0,6.0,2.0,0.0,15.0,3.0,0.0,1,5.0,1964.0,2009.0,1.0,3.0
3338,-77.2398957903,40.6088717567,34,393.0,34203200100000,0.0,1.0,907.5,27.5,2.0,1.0,1.0,0.0,33.0,1.0,0.0,1,5.0,1950.0,0.0,1.0,3.0
3339,-77.2363342932,40.5707452475,34,361.0,34800802500118,0.0,1.0,2092.30005,34.2999992,4.0,2.0,6.0,0.0,61.0,5.0,0.0,1,7.0,1974.0,0.0,0.0,3.0
3342,-76.0595733953,41.3642435787,40,1332.0,40041501701331,0.0,1.0,445.0,44.5,6.0,9.0,11.0,0.0,10.0,8.0,1.0,1,4.0,1935.0,0.0,1.0,3.0
3345,-75.8371307121,41.1067612062,40,3156.0,40043701101107,0.0,1.0,760.000061,38.0,6.0,9.0,11.0,0.0,20.0,8.0,1.0,1,4.0,1938.0,0.0,1.0,3.0
3346,-75.845320499,41.1105925409,40,3156.0,40043701200000,0.0,1.0,450.00003,0.0,6.0,9.0,19.0,0.0,15.0,8.0,1.0,1,4.0,1938.0,0.0,1.0,3.0
3349,-75.6908321063,41.3274737021,40,2017.0,40050200302432,0.0,1.0,1246.00012,44.5,4.0,2.0,5.0,0.0,28.0,5.0,0.0,1,6.0,1987.0,0.0,0.0,3.0
3350,-76.0248187828,40.9427375113,40,14207.0,40092400900628,0.0,1.0,16450.1992,66.5999985,4.0,2.0,6.0,0.0,247.0,5.0,1.0,1,6.0,1967.0,1982.0,0.0,3.0
3351,-76.0009667435,40.954826943,40,14207.0,40092401200000,0.0,1.0,13246.001,89.5,4.0,2.0,6.0,0.0,148.0,5.0,1.0,1,3.0,1967.0,1982.0,0.0,3.0
3352,-75.9757593972,40.9768624777,40,7831.0,40094000101443,0.0,1.0,948.0,39.5,4.0,2.0,5.0,0.0,24.0,5.0,0.0,1,6.0,1986.0,0.0,0.0,3.0
3355,-76.9757897701,41.2487772244,41,18258.0,41018003451764,0.0,1.0,8910.0,45.0,4.0,2.0,2.0,0.0,198.0,5.0,0.0,1,6.0,1982.0,0.0,0.0,1.0
3357,-76.9287,41.2604000001,41,27402.0,41018003742372,0.0,3.0,888.0,0.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,0,7.0,1976.0,0.0,0.0,1.0
3358,-76.9141558814,41.2636140832,41,16617.0,41018003841731,0.0,1.0,10083.2998,55.0999985,4.0,2.0,2.0,0.0,183.0,5.0,0.0,1,6.0,1976.0,2007.0,0.0,1.0
3359,-76.9140764777,41.263775439,41,16330.0,41018003851343,0.0,1.0,10284.6006,56.2000008,4.0,2.0,2.0,0.0,183.0,5.0,1.0,1,6.0,1976.0,2007.0,0.0,1.0
3360,-76.8887493272,41.2542512933,41,15841.0,41018004001207,0.0,1.0,8372.00098,46.0,4.0,2.0,2.0,0.0,182.0,5.0,0.0,1,6.0,1976.0,0.0,0.0,1.0
3362,-76.8506534329,41.2498229141,41,31934.0,41018004201542,0.0,1.0,304.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1976.0,0.0,0.0,1.0
3366,-75.5789229794,41.3796701079,35,21307.0,35008400311978,0.0,1.0,753.999939,0.0,2.0,1.0,19.0,0.0,13.0,1.0,0.0,1,6.0,1970.0,0.0,0.0,1.0
3367,-76.4456797631,40.1126592531,36,24169.0,36030002200730,0.0,1.0,6256.00049,46.0,4.0,2.0,6.0,0.0,136.0,5.0,0.0,1,5.0,1968.0,0.0,0.0,3.0
3368,-76.4377282854,40.1091957767,36,59575.0,36030002300464,0.0,1.0,8151.0,71.5,2.0,1.0,11.0,0.0,114.0,1.0,0.0,1,6.0,1949.0,1995.0,0.0,3.0
3369,-76.3991116583,40.0966409323,36,59575.0,36030002702002,0.0,1.0,612.0,0.0,2.0,1.0,19.0,0.0,9.0,1.0,0.0,1,6.0,1949.0,0.0,0.0,3.0
3370,-76.3586530187,40.0822659532,36,58428.0,36030003201535,0.0,1.0,1634.00012,0.0,2.0,1.0,19.0,0.0,19.0,1.0,0.0,1,6.0,1949.0,1995.0,0.0,3.0
3371,-76.3341908136,40.0747002546,36,63838.0,36030003501026,0.0,1.0,660.000061,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1951.0,0.0,0.0,3.0
3373,-76.2572719709,40.2191427976,36,11219.0,36032201500956,0.0,1.0,1575.00012,45.0,2.0,1.0,4.0,0.0,35.0,1.0,1.0,1,4.0,1937.0,0.0,0.0,2.0
3374,-77.1484043253,40.0217288386,1,1184.0,01102001200755,0.0,1.0,571.200012,33.5999985,2.0,1.0,1.0,0.0,17.0,1.0,0.0,1,5.0,1951.0,0.0,0.0,3.0
3375,-76.1840111717,40.182069082,36,14858.0,36032202600740,0.0,1.0,4987.50049,52.5000038,4.0,2.0,5.0,0.0,95.0,5.0,0.0,1,6.0,1964.0,0.0,0.0,2.0
3376,-76.1304889425,40.1553495327,36,21312.0,36032203301515,0.0,1.0,585.200012,41.7999992,2.0,1.0,1.0,0.0,14.0,1.0,0.0,1,6.0,1952.0,0.0,0.0,2.0
3377,-76.1099102768,40.1422909215,36,11729.0,36032203700000,0.0,1.0,1189.0,41.0,1.0,6.0,2.0,0.0,29.0,3.0,0.0,1,6.0,1954.0,0.0,0.0,2.0
3378,-76.0470027652,40.1180640243,36,9361.0,36032204400308,0.0,1.0,812.79999,50.7999992,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,6.0,1940.0,0.0,0.0,2.0
3380,-76.32813765,39.9056186619,36,590.0,36032400701289,0.0,1.0,7632.0,48.0,4.0,2.0,2.0,0.0,159.0,5.0,0.0,1,4.0,1970.0,2013.0,0.0,3.0
3383,-76.4761176491,40.1798747797,36,1527.0,36400803101927,0.0,1.0,305.0,30.5,6.0,9.0,19.0,0.0,10.0,8.0,0.0,1,5.0,1933.0,0.0,0.0,3.0
3384,-76.3946119747,40.2061151144,36,950.0,36400804202055,0.0,1.0,400.0,0.0,1.0,9.0,19.0,0.0,20.0,3.0,0.0,1,5.0,1980.0,0.0,0.0,3.0
3385,-76.3163158343,40.2094776049,36,2089.0,36400805200596,0.0,1.0,4032.0,32.0,4.0,2.0,5.0,0.0,126.0,5.0,0.0,1,6.0,1965.0,2000.0,0.0,3.0
3386,-76.3224,40.0555999998,36,15990.0,36400900200483,0.0,27.0,6160.80029,40.7999992,8.0,6.0,2.0,0.0,151.0,3.0,1.0,1,4.0,1946.0,0.0,0.0,3.0
3387,-76.3221,40.0562999998,36,15990.0,36400900200751,0.0,27.0,1550.40002,40.7999992,8.0,6.0,2.0,0.0,38.0,2.0,0.0,1,5.0,1946.0,0.0,0.0,3.0
3388,-76.3218,40.0567999998,36,15990.0,36400900200959,0.0,27.0,4324.7998,40.7999992,1.0,6.0,2.0,0.0,106.0,3.0,1.0,1,4.0,1946.0,0.0,0.0,3.0
3389,-76.326973729,40.0778438424,36,15940.0,36401100540100,0.0,1.0,816.0,48.0,2.0,1.0,7.0,0.0,17.0,1.0,0.0,1,5.0,1990.0,0.0,0.0,3.0
3390,-78.0702250463,40.5733926501,31,561.0,31400401200000,0.0,1.0,216.0,0.0,1.0,9.0,19.0,0.0,12.0,3.0,0.0,1,6.0,1966.0,0.0,0.0,3.0
3391,-78.0460583154,40.5827721883,31,416.0,31400900200001,0.0,1.0,2675.0,25.0,1.0,6.0,2.0,0.0,107.000008,3.0,1.0,1,6.0,1941.0,0.0,0.0,3.0
3393,-78.0137446579,40.6078118254,31,105.0,31400900800000,0.0,1.0,473.40002,26.2999992,2.0,1.0,1.0,0.0,18.0,1.0,0.0,1,7.0,1939.0,1965.0,0.0,3.0
3394,-78.1138766111,40.6571933375,31,396.0,31401301301249,0.0,1.0,1725.00012,34.5,2.0,1.0,19.0,0.0,50.0,1.0,0.0,1,8.0,1999.0,0.0,0.0,3.0
3395,-78.0993857773,40.6404364827,31,159.0,31401500100915,0.0,1.0,2981.5,33.5,4.0,2.0,5.0,0.0,89.0,5.0,0.0,1,7.0,1962.0,2012.0,0.0,3.0
3399,-78.1077166753,40.6552444836,31,159.0,31401500500000,0.0,1.0,2512.5,37.5,4.0,2.0,6.0,0.0,67.0,5.0,0.0,1,7.0,1962.0,2011.0,1.0,3.0
3400,-78.1420633797,40.7141247146,31,215.0,31402500901016,0.0,1.0,126.0,0.0,1.0,9.0,19.0,0.0,7.0,3.0,1.0,1,3.0,1970.0,0.0,0.0,3.0
3402,-80.2070772712,40.4956288408,2,32668.0,02316000921945,0.0,1.0,740.000061,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1948.0,1991.0,1.0,1.0
3403,-77.8597,40.5797999999,31,73.0,31793551050010,0.0,11.0,1641.59998,28.8000011,4.0,2.0,5.0,0.0,57.0,5.0,0.0,0,6.0,2001.0,0.0,0.0,3.0
3404,-79.2695882091,40.4389914039,32,19990.0,32002200100806,0.0,1.0,22340.1016,65.9000015,1.0,6.0,2.0,0.0,339.0,4.0,0.0,1,6.0,1951.0,1998.0,0.0,2.0
3405,-79.250856501,40.4404711612,32,21573.0,32002200301069,0.0,1.0,5838.00049,69.5,1.0,6.0,2.0,0.0,84.0,3.0,0.0,1,6.0,1953.0,1994.0,0.0,2.0
3406,-80.3008920827,40.977422115,37,12545.0,37042203900844,0.0,1.0,1140.0,0.0,2.0,1.0,19.0,0.0,19.0,1.0,0.0,1,6.0,1971.0,0.0,0.0,2.0
3407,-80.2381880728,40.9715931641,37,12392.0,37042204600448,0.0,1.0,500.00003,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1950.0,0.0,1.0,2.0
3408,-80.2129890275,40.9691388545,37,13084.0,37042204900694,0.0,1.0,500.00003,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1950.0,0.0,1.0,2.0
3409,-80.1887662044,40.9685386396,37,13084.0,37042205200090,0.0,1.0,1060.0,0.0,2.0,1.0,19.0,0.0,20.0,1.0,0.0,1,6.0,1950.0,0.0,0.0,2.0
3411,-80.2433299709,40.8611230811,37,5132.0,37048800600000,0.0,1.0,7843.0,25.2999992,1.0,6.0,10.0,0.0,310.0,3.0,1.0,1,3.0,1932.0,1984.0,1.0,3.0
3413,-76.2733120581,40.0377683365,36,22074.0,36046202901014,0.0,1.0,15402.5,50.5,2.0,1.0,11.0,0.0,305.0,1.0,1.0,1,5.0,1933.0,0.0,0.0,3.0
3414,-76.0306242883,39.8121329311,36,5565.0,36047200120018,0.0,1.0,6949.60059,29.2000027,1.0,6.0,2.0,0.0,238.000015,4.0,1.0,1,6.0,1950.0,2012.0,0.0,3.0
3415,-76.1773089442,40.2454252168,36,2236.0,36707699028054,0.0,31.0,2839.2002,31.1999989,2.0,1.0,7.0,0.0,91.0,1.0,1.0,0,6.0,1950.0,0.0,0.0,3.0
3416,-76.1355123145,40.2399834617,36,4261.0,36707699028278,0.0,31.0,4048.00024,46.0,1.0,9.0,3.0,0.0,88.0,3.0,1.0,0,5.0,1950.0,0.0,0.0,3.0
3417,-76.0578314451,40.2129855731,36,5340.0,36707699028742,0.0,31.0,3885.00024,37.0,1.0,9.0,3.0,0.0,105.000008,3.0,1.0,0,6.0,1950.0,0.0,0.0,3.0
3420,-76.3493642272,40.0811317854,36,2681.0,36800305000460,0.0,1.0,1870.0,34.0,4.0,2.0,6.0,0.0,55.0,5.0,0.0,1,6.0,1969.0,0.0,0.0,3.0
3421,-80.3295838423,40.857153588,37,5198.0,37001800101446,0.0,1.0,400.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,7.0,1953.0,0.0,0.0,3.0
3422,-80.3497176147,40.8945149059,37,4704.0,37001800802275,0.0,1.0,720.0,0.0,2.0,1.0,19.0,0.0,18.0,1.0,0.0,1,7.0,1953.0,0.0,0.0,3.0
3423,-80.3702823863,40.9090112065,37,4704.0,37001801201010,0.0,1.0,864.0,0.0,2.0,1.0,19.0,0.0,24.0,1.0,0.0,1,5.0,1953.0,0.0,0.0,3.0
3424,-80.3842993371,40.955426419,37,3659.0,37001802100460,0.0,1.0,3219.00024,43.5,1.0,6.0,2.0,0.0,74.0,3.0,0.0,1,7.0,1960.0,1996.0,0.0,3.0
3426,-80.3555097338,41.03497202,37,14901.0,37001804101310,0.0,1.0,368.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,5.0,1950.0,0.0,0.0,3.0
3427,-80.3617331577,41.0762999942,37,9448.0,37001804802301,0.0,1.0,480.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1948.0,0.0,0.0,3.0
3428,-80.3596740864,41.1219350878,37,4725.0,37001805500460,0.0,1.0,280.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,5.0,1942.0,0.0,0.0,3.0
3429,-76.5257350694,40.2371219798,38,2376.0,38024100700000,0.0,1.0,513.599976,32.0999985,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,6.0,1985.0,0.0,0.0,3.0
3431,-76.4852913775,40.2764531963,38,3914.0,38024101400000,0.0,1.0,502.399994,31.3999996,2.0,1.0,19.0,0.0,16.0,1.0,1.0,1,9.0,1987.0,0.0,0.0,3.0
3432,-76.4592070364,40.2987952249,38,7802.0,38024101800000,0.0,1.0,824.200012,31.6999989,2.0,1.0,7.0,0.0,26.0,1.0,1.0,1,6.0,1984.0,0.0,0.0,3.0
3433,-76.5833545483,40.2775858363,38,17568.0,38032200201145,0.0,1.0,633.599976,52.7999954,3.0,1.0,19.0,0.0,12.0,1.0,0.0,1,8.0,1993.0,0.0,0.0,2.0
3435,-76.5314554076,40.2810832638,38,14228.0,38032200701782,0.0,1.0,1035.00012,45.0,2.0,1.0,19.0,0.0,23.0,1.0,0.0,1,7.0,1950.0,0.0,0.0,2.0
3437,-76.8169056339,41.2413870222,41,12429.0,41018004411152,0.0,1.0,3980.3999,42.7999992,4.0,2.0,2.0,0.0,93.0,5.0,0.0,1,7.0,1975.0,2004.0,0.0,1.0
3439,-76.7946064102,41.2281931666,41,10301.0,41018004551107,0.0,1.0,4017.60034,43.2000008,4.0,2.0,2.0,0.0,93.0,5.0,0.0,1,7.0,1973.0,1993.0,0.0,1.0
3440,-76.7835935419,41.2198078348,41,9542.0,41018004640000,0.0,1.0,9244.80078,43.2000008,4.0,2.0,2.0,0.0,214.000015,5.0,0.0,1,6.0,1973.0,0.0,0.0,1.0
3441,-78.6795959741,41.6372864545,42,2938.0,42021900300000,0.0,1.0,340.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1942.0,0.0,0.0,2.0
3442,-78.679188872,41.6481430306,42,3870.0,42021900401090,0.0,1.0,760.000061,0.0,2.0,1.0,19.0,0.0,20.0,1.0,0.0,1,5.0,1951.0,0.0,0.0,2.0
3443,-78.6884702552,41.6843726972,42,3870.0,42021900902146,0.0,1.0,714.0,42.0,2.0,1.0,1.0,0.0,17.0,1.0,0.0,1,5.0,1951.0,0.0,0.0,2.0
3445,-78.7048139958,41.79707818,42,4746.0,42021902800000,0.0,1.0,810.0,0.0,3.0,1.0,19.0,0.0,18.0,1.0,0.0,1,8.0,1990.0,1997.0,0.0,2.0
3446,-78.6710632889,41.8622396673,42,4928.0,42021903900311,0.0,1.0,616.0,44.0,3.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1991.0,0.0,0.0,2.0
3447,-78.6693755213,41.8644652983,42,4928.0,42021903901243,0.0,1.0,616.0,44.0,3.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1991.0,0.0,0.0,2.0
3448,-78.6608562173,41.8814719393,42,6666.0,42021904200471,0.0,1.0,287.0,0.0,1.0,9.0,19.0,0.0,7.0,3.0,0.0,1,5.0,1945.0,0.0,0.0,2.0
3449,-78.6254730047,41.9784691703,42,8898.0,42021905800466,0.0,1.0,27132.0,76.0,1.0,9.0,2.0,0.0,357.0,4.0,0.0,1,5.0,1977.0,0.0,0.0,2.0
