,X,Y,CTY_CODE,ADTTOTAL,BRIDGE_ID,COVERED_BRIDGE,CUSTODIAN,DECK_AREA,DECKWIDTH,DEPT_MAIN_MATERIAL_TYPE,DEPT_MAIN_PHYSICAL_TYPE,DESIGNMAIN,HISTSIGN,LENGTH,MATERIALMAIN,NBI_RATING,STATE_LOCAL,STRRATING,YEARBUILT,YEARRECON,FLOOD_INSP,KIND_HWY
3450,-78.6241574627,41.9839013791,42,4471.0,42021905910000,0.0,1.0,2803.5,44.5,4.0,2.0,6.0,0.0,63.0,5.0,0.0,1,6.0,1977.0,0.0,0.0,2.0
3451,-78.6190009457,41.998569897,42,4427.0,42021905941824,0.0,1.0,20140.5,43.5,1.0,9.0,2.0,0.0,463.0,4.0,0.0,1,6.0,1977.0,0.0,0.0,2.0
3454,-75.4992764038,40.477018733,39,1796.0,39201600100039,0.0,1.0,877.199951,25.7999992,2.0,1.0,4.0,0.0,34.0,1.0,1.0,1,4.0,1934.0,0.0,0.0,3.0
3455,-75.5487504152,40.5262078598,39,7765.0,39201700202165,0.0,1.0,4480.5,43.5,1.0,6.0,2.0,0.0,103.0,3.0,0.0,1,5.0,1957.0,0.0,1.0,3.0
3458,-75.5146874402,40.5340969278,39,1306.0,39201801303060,0.0,1.0,231.000015,0.0,1.0,9.0,19.0,0.0,11.0,3.0,1.0,1,4.0,1973.0,0.0,1.0,3.0
3460,-76.3288582363,40.0953124543,36,15940.0,36401100800083,0.0,1.0,1407.5,56.2999992,3.0,1.0,19.0,0.0,25.0,1.0,0.0,1,7.0,1997.0,0.0,0.0,3.0
3462,-76.6526342491,40.1350480868,36,1377.0,36401901300000,0.0,1.0,569.100037,27.1000004,2.0,1.0,1.0,0.0,21.0,1.0,0.0,1,5.0,1941.0,0.0,0.0,3.0
3463,-76.6644037829,40.1580737881,36,1784.0,36401901720000,0.0,1.0,3591.0,31.5,4.0,2.0,2.0,0.0,114.0,5.0,0.0,1,7.0,1985.0,0.0,0.0,3.0
3464,-76.3921243997,40.0874060975,36,5745.0,36402000800324,0.0,1.0,957.000122,43.5,2.0,1.0,7.0,0.0,22.0,1.0,0.0,1,6.0,1978.0,0.0,0.0,3.0
3465,-76.373323846,40.0753916007,36,5745.0,36402001100824,0.0,1.0,1028.5,60.5000038,2.0,1.0,7.0,0.0,17.0,1.0,0.0,1,7.0,1993.0,0.0,0.0,3.0
3466,-76.3293727939,40.134339564,36,2888.0,36402200300802,0.0,1.0,220.0,0.0,1.0,9.0,19.0,0.0,11.0,3.0,0.0,1,5.0,1960.0,0.0,0.0,3.0
3468,-76.224404377,40.363819135,38,656.0,38201400201262,0.0,1.0,2108.0,31.0,4.0,2.0,6.0,1.0,68.0,5.0,0.0,1,8.0,1952.0,2013.0,0.0,3.0
3469,-76.2453796541,40.3070807625,38,1076.0,38201500102541,0.0,1.0,356.0,35.5999985,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1964.0,0.0,0.0,3.0
3470,-76.2398160488,40.3229541253,38,1076.0,38201500500000,0.0,1.0,708.0,29.5,3.0,1.0,19.0,0.0,24.0,1.0,0.0,1,7.0,1989.0,0.0,0.0,3.0
3472,-76.2378992344,40.3305334035,38,1140.0,38202100701742,0.0,1.0,851.400024,25.7999992,4.0,2.0,6.0,0.0,33.0,5.0,1.0,1,5.0,1935.0,1987.0,0.0,3.0
3473,-76.5412955888,40.2222237761,38,943.0,38300700500803,0.0,1.0,910.79999,19.7999992,8.0,6.0,2.0,0.0,46.0,2.0,1.0,1,5.0,1936.0,0.0,0.0,3.0
3474,-76.5545480201,40.2252327172,38,255.0,38300900500000,0.0,1.0,1017.50006,27.5,4.0,2.0,5.0,0.0,37.0,5.0,0.0,1,4.0,1937.0,1986.0,0.0,3.0
3477,-76.4958376813,40.3884064237,38,1123.0,38400500702724,0.0,1.0,382.19998,27.2999992,2.0,1.0,1.0,0.0,14.0,1.0,0.0,1,5.0,1932.0,1982.0,0.0,3.0
3478,-76.5185034335,40.3811189828,38,434.0,38400600300000,0.0,1.0,6545.0,27.5,1.0,6.0,2.0,0.0,238.000015,4.0,0.0,1,6.0,1936.0,1989.0,1.0,3.0
3479,-76.527501714,40.3670099372,38,3339.0,38400700400168,0.0,1.0,6910.6001,31.6999989,4.0,2.0,5.0,0.0,218.000015,5.0,0.0,1,5.0,1963.0,2016.0,0.0,3.0
3483,-76.5957591019,40.3135294739,38,1813.0,38400900200000,0.0,1.0,9484.39941,36.2000008,4.0,2.0,5.0,0.0,262.0,5.0,0.0,1,5.0,1971.0,0.0,0.0,3.0
3486,-76.4943,40.1731999999,36,830.0,36723003314007,0.0,3.0,784.0,28.0,2.0,1.0,19.0,0.0,28.0,1.0,0.0,0,7.0,2010.0,0.0,0.0,5.0
3487,-80.2194125466,40.8769708952,37,3007.0,37048800900775,0.0,1.0,247.999985,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,5.0,1930.0,0.0,1.0,3.0
3490,-80.2820578039,41.0879619957,37,856.0,37095601100000,0.0,1.0,455.00003,35.0,8.0,6.0,2.0,0.0,13.0,3.0,1.0,1,4.0,1940.0,0.0,1.0,3.0
3491,-80.3285841745,41.0946649095,37,1583.0,37095601700891,0.0,1.0,432.0,24.0,8.0,6.0,2.0,0.0,18.0,3.0,1.0,1,5.0,1940.0,0.0,1.0,3.0
3492,-77.2930863265,40.5638823768,34,170.0,34200700401402,0.0,1.0,105.000008,0.0,1.0,9.0,19.0,0.0,5.0,3.0,0.0,1,7.0,1932.0,0.0,0.0,3.0
3493,-77.2959698695,40.5730662018,34,405.0,34200700600260,0.0,1.0,468.0,19.5,2.0,1.0,4.0,0.0,24.0,1.0,1.0,1,4.0,1940.0,0.0,0.0,3.0
3494,-77.3053268327,40.5908974165,34,489.0,34200700902111,0.0,1.0,88.0000076,0.0,1.0,9.0,19.0,0.0,4.0,3.0,0.0,1,8.0,1932.0,0.0,0.0,3.0
3495,-77.3112800956,40.6054686908,34,484.0,34200701300000,0.0,1.0,433.400055,19.7000008,2.0,1.0,4.0,0.0,22.0,1.0,1.0,1,5.0,1937.0,0.0,0.0,3.0
3496,-80.029811523,40.5835647298,2,8670.0,02407000401265,0.0,1.0,1113.0,53.0,2.0,1.0,1.0,0.0,21.0,1.0,0.0,1,5.0,1936.0,0.0,1.0,3.0
3497,-77.1898700144,40.6405123438,34,524.0,34201000200000,0.0,1.0,336.0,24.0,1.0,6.0,2.0,0.0,14.0,3.0,0.0,1,5.0,1937.0,1982.0,0.0,3.0
3498,-77.2978033632,40.6086069887,34,85.0,34201100201416,0.0,1.0,79.9999924,0.0,2.0,1.0,19.0,0.0,4.0,1.0,0.0,1,7.0,1934.0,0.0,0.0,3.0
3499,-77.2336005743,40.6239950499,34,1063.0,34201300201550,0.0,1.0,103.999992,0.0,1.0,9.0,19.0,0.0,4.0,3.0,1.0,1,4.0,1938.0,0.0,0.0,3.0
3500,-77.2328752811,40.6258953917,34,1063.0,34201300202296,0.0,1.0,103.999992,0.0,1.0,9.0,19.0,0.0,4.0,3.0,0.0,1,7.0,1938.0,0.0,0.0,3.0
3501,-77.2124572578,40.6458286227,34,1294.0,34201300601890,0.0,1.0,2568.7998,33.7999992,4.0,2.0,6.0,0.0,76.0,5.0,0.0,1,7.0,1990.0,0.0,0.0,3.0
3502,-77.138959156,40.6674930512,34,297.0,34201400300770,0.0,1.0,174.0,0.0,3.0,1.0,19.0,0.0,6.0,1.0,0.0,1,6.0,1947.0,0.0,0.0,3.0
3503,-79.9824733925,40.5969346315,2,12903.0,02407001002496,0.0,1.0,1569.5,36.5,4.0,2.0,5.0,0.0,43.0,5.0,0.0,1,4.0,1980.0,0.0,0.0,3.0
3504,-77.1565363,40.5978623522,34,192.0,34201700300000,0.0,1.0,411.40002,18.7000008,1.0,6.0,2.0,0.0,22.0,3.0,1.0,1,7.0,1937.0,2008.0,0.0,3.0
3505,-77.1387747078,40.6066061157,34,192.0,34201700501053,0.0,1.0,3572.19995,33.7000008,4.0,2.0,5.0,0.0,106.0,5.0,0.0,1,5.0,1960.0,2009.0,0.0,3.0
3506,-76.4383168997,40.2711917957,38,4270.0,38032201711312,0.0,1.0,2004.7998,35.7999992,4.0,2.0,2.0,0.0,56.0,5.0,0.0,1,5.0,1963.0,1997.0,0.0,2.0
3507,-76.4309115716,40.2568244805,38,3460.0,38032202002063,0.0,1.0,1988.00012,35.5,4.0,2.0,2.0,0.0,56.0,5.0,1.0,1,5.0,1963.0,1997.0,0.0,2.0
3508,-76.5248636875,40.2377770739,38,1025.0,38034100801554,0.0,1.0,480.0,30.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,7.0,1985.0,0.0,0.0,3.0
3510,-76.4194451935,40.4010726398,38,6549.0,38034300900119,0.0,1.0,700.0,0.0,2.0,1.0,19.0,0.0,20.0,1.0,0.0,1,7.0,1966.0,0.0,0.0,3.0
3511,-76.4282412464,40.4369397224,38,7549.0,38034301401230,0.0,1.0,1584.00012,44.0,4.0,2.0,6.0,0.0,36.0,5.0,1.0,1,4.0,1968.0,0.0,0.0,3.0
3512,-76.4164763501,40.2756684797,38,5658.0,38041900500000,0.0,1.0,804.29999,38.2999992,2.0,1.0,19.0,0.0,21.0,1.0,1.0,1,5.0,1954.0,0.0,0.0,3.0
3514,-76.2367125376,40.3355217149,38,1831.0,38041903100000,0.0,1.0,1197.90002,36.2999992,2.0,1.0,1.0,0.0,33.0,1.0,0.0,1,6.0,1981.0,0.0,0.0,3.0
3515,-76.2027201884,40.3541424817,38,4075.0,38041903600537,0.0,1.0,10078.8008,44.4000015,4.0,2.0,5.0,0.0,226.999985,5.0,0.0,1,5.0,1971.0,0.0,0.0,3.0
3516,-75.6417615943,41.507445951,35,3792.0,35034701801879,0.0,1.0,500.00003,0.0,2.0,1.0,19.0,0.0,20.0,1.0,0.0,1,5.0,1953.0,0.0,0.0,3.0
3517,-75.6476220344,41.5361020034,35,737.0,35034702300000,0.0,1.0,252.0,0.0,1.0,9.0,19.0,0.0,12.0,3.0,0.0,1,5.0,1967.0,0.0,1.0,3.0
3521,-75.5553931523,41.3364450847,35,27472.0,35038002101092,0.0,1.0,1744.00012,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,7.0,1975.0,0.0,0.0,1.0
3522,-75.5558617869,41.3338585558,35,12101.0,35038002110102,0.0,1.0,4881.6001,43.2000008,4.0,2.0,6.0,0.0,113.000008,5.0,0.0,1,7.0,1975.0,2009.0,0.0,1.0
3523,-75.5146667415,41.2472662699,35,11377.0,35038001440000,0.0,1.0,4930.0,42.5,4.0,2.0,6.0,0.0,116.0,5.0,0.0,1,6.0,1967.0,2009.0,0.0,1.0
3525,-75.706888906,41.5645969744,35,1681.0,35040701300000,0.0,1.0,10560.0,55.0,4.0,2.0,6.0,0.0,192.0,5.0,1.0,1,5.0,1971.0,0.0,0.0,3.0
3527,-77.1235121985,41.9749471662,58,9460.0,58001508140224,0.0,1.0,234.0,0.0,3.0,1.0,19.0,0.0,6.0,1.0,0.0,1,8.0,2008.0,0.0,0.0,2.0
3530,-75.4037768967,40.5155699824,39,2599.0,39202400400722,0.0,1.0,816.500061,35.5,2.0,1.0,1.0,0.0,23.0,1.0,0.0,1,7.0,1962.0,0.0,0.0,3.0
3531,-75.3919570684,40.518909353,39,2599.0,39202400601458,0.0,1.0,722.39996,25.7999992,2.0,1.0,4.0,0.0,28.0,1.0,1.0,1,4.0,1937.0,0.0,1.0,3.0
3532,-75.5232142164,40.4701968158,39,516.0,39202500300289,0.0,1.0,1032.0,25.7999992,2.0,1.0,4.0,0.0,40.0,1.0,1.0,1,4.0,1933.0,0.0,0.0,3.0
3533,-75.4981586178,40.4787253273,39,837.0,39202701001668,0.0,1.0,280.0,0.0,1.0,9.0,19.0,0.0,14.0,3.0,1.0,1,4.0,1938.0,0.0,0.0,3.0
3535,-75.5181660213,40.455283994,39,1016.0,39202900300261,0.0,1.0,877.199951,25.7999992,2.0,1.0,4.0,0.0,34.0,1.0,0.0,1,5.0,1935.0,0.0,0.0,3.0
3536,-75.7759570228,41.0551010297,40,5750.0,40094002700759,0.0,1.0,14410.0,65.5,4.0,2.0,6.0,0.0,220.0,5.0,1.0,1,6.0,1966.0,1990.0,0.0,3.0
3537,-75.9391658547,41.2499737988,40,3098.0,40100100200000,0.0,1.0,1160.0,0.0,2.0,1.0,19.0,0.0,40.0,1.0,0.0,1,6.0,1953.0,0.0,0.0,3.0
3538,-75.9375885622,41.2568747022,40,6290.0,40100200501295,0.0,1.0,234.0,0.0,3.0,1.0,19.0,0.0,9.0,1.0,0.0,1,7.0,1990.0,0.0,0.0,3.0
3539,-75.9251952878,41.2648660877,40,6290.0,40100200700774,0.0,1.0,473.60004,29.6000004,3.0,1.0,19.0,0.0,16.0,1.0,1.0,1,8.0,1995.0,0.0,0.0,3.0
3540,-75.9664270052,41.2902494398,40,3296.0,40100500400000,0.0,1.0,336.00003,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,7.0,1956.0,0.0,1.0,3.0
3541,-75.9040495706,41.2631399379,40,11786.0,40100700200728,0.0,1.0,425.0,0.0,3.0,9.0,19.0,0.0,17.0,1.0,0.0,1,6.0,1972.0,0.0,0.0,3.0
3542,-75.8986987753,41.2847558422,40,10984.0,40100800100101,0.0,1.0,4259.2002,48.4000015,4.0,2.0,5.0,0.0,88.0,5.0,0.0,1,6.0,1989.0,0.0,1.0,3.0
3545,-75.8955129109,41.2814234691,40,10556.0,40101300300156,0.0,1.0,8163.99951,52.0,2.0,1.0,4.0,0.0,157.0,1.0,1.0,1,4.0,1939.0,0.0,1.0,3.0
3546,-75.9452288886,41.3258365231,40,1956.0,40101400500841,0.0,1.0,1883.60022,27.7000027,8.0,6.0,2.0,0.0,68.0,3.0,1.0,1,5.0,1940.0,0.0,0.0,3.0
3550,-76.6140766518,40.3499420991,38,2803.0,38401100801924,0.0,1.0,3097.19995,35.5999985,1.0,3.0,2.0,0.0,87.0,3.0,0.0,1,6.0,1967.0,0.0,0.0,3.0
3551,-75.573990152,41.372751142,35,9289.0,35008400341428,0.0,1.0,9328.00098,44.0,1.0,9.0,2.0,0.0,212.0,3.0,0.0,1,5.0,1975.0,0.0,0.0,1.0
3552,-75.5532341881,41.3860045139,35,9289.0,35008400501919,0.0,1.0,21340.002,44.0,1.0,9.0,2.0,0.0,485.0,4.0,0.0,1,5.0,1977.0,0.0,0.0,1.0
3553,-75.5195502701,41.4047627945,35,9289.0,35008400740713,0.0,1.0,6271.50049,55.5000038,4.0,2.0,6.0,0.0,113.000008,5.0,0.0,1,6.0,1977.0,0.0,0.0,1.0
3554,-75.4846018826,41.3981954656,35,19751.0,35008400940899,0.0,1.0,1596.0,0.0,2.0,1.0,19.0,0.0,21.0,1.0,0.0,1,6.0,1976.0,0.0,0.0,1.0
3555,-75.4678394455,41.3915365667,35,9835.0,35008401040780,0.0,1.0,4881.6001,43.2000008,1.0,9.0,2.0,0.0,113.000008,3.0,0.0,1,5.0,1976.0,0.0,0.0,1.0
3556,-75.4511301213,41.3737566155,35,19751.0,35008401200973,0.0,1.0,1456.0,0.0,2.0,1.0,19.0,0.0,13.0,1.0,0.0,1,7.0,1974.0,0.0,0.0,1.0
3557,-75.5170088323,41.5892410134,35,4680.0,35010601520000,0.0,1.0,1596.0,0.0,2.0,1.0,19.0,0.0,57.0,1.0,0.0,1,6.0,1959.0,0.0,1.0,3.0
3558,-75.5192477789,41.5958568394,35,2876.0,35010601420000,0.0,1.0,2538.0,42.2999992,4.0,2.0,6.0,0.0,60.0,5.0,0.0,1,7.0,1959.0,2007.0,1.0,3.0
3559,-75.541030287,41.5989643368,35,2876.0,35010601120000,0.0,1.0,996.000061,41.5,2.0,1.0,1.0,0.0,24.0,1.0,0.0,1,6.0,1959.0,0.0,0.0,3.0
3560,-75.5745935888,41.6344319364,35,1716.0,35010600420000,0.0,1.0,1482.00012,39.0,1.0,1.0,2.0,0.0,38.0,3.0,0.0,1,7.0,1959.0,2015.0,1.0,3.0
3561,-75.5816166288,41.6357007843,35,1716.0,35010600320000,0.0,1.0,2543.7002,41.7000008,4.0,2.0,6.0,0.0,61.0,5.0,0.0,1,6.0,1959.0,2007.0,0.0,3.0
3562,-75.6497148986,41.5923148531,35,2552.0,35010701300322,0.0,1.0,3237.0,49.7999992,1.0,7.0,2.0,0.0,65.0,3.0,0.0,1,5.0,1961.0,1982.0,0.0,3.0
3565,-75.5821329102,41.564514145,35,3265.0,35010702201213,0.0,1.0,618.20007,28.1000004,2.0,1.0,1.0,0.0,22.0,1.0,1.0,1,6.0,1931.0,1984.0,1.0,3.0
3566,-75.5709982339,41.5553876837,35,3265.0,35010702400000,0.0,1.0,930.0,31.0,4.0,2.0,6.0,0.0,30.0,5.0,1.0,1,5.0,1931.0,1984.0,0.0,3.0
3568,-76.3069177385,39.9406047959,36,3623.0,36032401400000,0.0,1.0,6649.49951,34.0999985,1.0,9.0,2.0,0.0,195.0,4.0,0.0,1,5.0,1930.0,2009.0,0.0,3.0
3569,-76.3111610948,39.9969054358,36,4520.0,36032402201003,0.0,1.0,11129.0,35.9000015,2.0,1.0,11.0,0.0,310.0,1.0,0.0,1,5.0,1930.0,0.0,0.0,3.0
3570,-76.3052,40.0214999998,36,4520.0,36032402601005,0.0,25.0,3520.00049,44.0,2.0,1.0,1.0,0.0,80.0,1.0,0.0,0,5.0,1940.0,1954.0,0.0,3.0
3571,-76.1935106801,40.0392853051,36,11343.0,36034000901589,0.0,1.0,4815.00049,45.0,1.0,6.0,2.0,0.0,107.000008,3.0,1.0,1,4.0,1951.0,0.0,0.0,3.0
3572,-76.0491445851,40.0384699574,36,5920.0,36034002800102,0.0,1.0,756.000061,0.0,2.0,1.0,19.0,0.0,21.0,1.0,0.0,1,7.0,1951.0,0.0,0.0,3.0
3573,-77.1306856423,40.6090449988,34,192.0,34201700600000,0.0,1.0,1976.5,33.5,4.0,2.0,5.0,0.0,59.0,5.0,0.0,1,6.0,1960.0,2009.0,0.0,3.0
3574,-77.1489283718,40.6476200407,34,497.0,34201701400000,0.0,1.0,278.399994,23.2000008,1.0,6.0,2.0,0.0,12.0,3.0,1.0,1,5.0,1934.0,1968.0,0.0,3.0
3575,-75.7480456708,41.3707313711,35,4651.0,35301100400000,0.0,1.0,1042.59998,40.0999985,2.0,1.0,4.0,0.0,26.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
3576,-75.7361347288,41.3898154947,35,9032.0,35301100603132,0.0,1.0,1008.0,72.0,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1995.0,0.0,0.0,3.0
3577,-75.7312829363,41.3943425754,35,9032.0,35301100800432,0.0,1.0,1587.00012,69.0,2.0,1.0,1.0,0.0,23.0,1.0,0.0,1,7.0,1957.0,1995.0,0.0,3.0
3589,-75.7045918146,41.3878705672,35,14311.0,35301300701499,0.0,1.0,608.0,0.0,6.0,9.0,19.0,0.0,16.0,8.0,1.0,1,4.0,1941.0,0.0,0.0,3.0
3590,-75.7281293259,41.356911061,35,6532.0,35301500200000,0.0,1.0,5476.0,37.0,1.0,6.0,2.0,0.0,148.0,3.0,1.0,1,3.0,1949.0,1985.0,0.0,3.0
3591,-75.7440782086,41.3585265908,35,4763.0,35301700200053,0.0,1.0,5167.5,32.5,1.0,8.0,3.0,0.0,159.0,3.0,1.0,1,5.0,1959.0,1989.0,0.0,3.0
3593,-75.6639092627,41.4030769335,35,4178.0,35302300600469,0.0,1.0,6063.0,70.5,4.0,2.0,5.0,0.0,86.0,5.0,1.0,1,4.0,1958.0,0.0,0.0,3.0
3595,-75.5149419214,41.3146302156,35,6427.0,35043501300000,0.0,1.0,495.00003,0.0,1.0,9.0,19.0,0.0,11.0,3.0,0.0,1,5.0,1955.0,0.0,0.0,3.0
3596,-75.5436,41.3728000001,35,5068.0,35043502200340,0.0,1.0,11085.3008,33.9000015,2.0,1.0,4.0,0.0,327.0,1.0,1.0,1,4.0,1948.0,0.0,0.0,3.0
3597,-76.1108905947,39.8655591406,36,5541.0,36047201420045,0.0,1.0,9975.0,37.5,4.0,2.0,2.0,0.0,266.0,5.0,0.0,1,5.0,1967.0,2010.0,0.0,3.0
3599,-76.3073974859,40.1582718902,36,18496.0,36050101400456,0.0,1.0,1529.0,69.5,2.0,1.0,19.0,0.0,22.0,1.0,0.0,1,6.0,1964.0,0.0,0.0,3.0
3600,-76.3020802372,40.198880114,36,10685.0,36050101901027,0.0,1.0,3861.00024,33.0,2.0,1.0,4.0,0.0,117.000008,1.0,1.0,1,5.0,1930.0,0.0,0.0,3.0
3601,-76.2987083038,40.2043097582,36,10685.0,36050102000510,0.0,1.0,432.0,0.0,2.0,1.0,1.0,0.0,12.0,1.0,0.0,1,5.0,1930.0,1950.0,0.0,3.0
3602,-76.0315253085,40.1419541416,36,5222.0,36062500500000,0.0,1.0,4335.79932,32.5999985,4.0,2.0,5.0,0.0,133.0,5.0,1.0,1,6.0,1989.0,0.0,0.0,3.0
3603,-76.0081882465,40.1670000278,36,7396.0,36062501000000,0.0,1.0,1321.59998,41.2999992,4.0,2.0,6.0,0.0,32.0,5.0,0.0,1,7.0,1979.0,0.0,0.0,3.0
3604,-76.016374126,40.2099839912,36,2525.0,36062501602426,0.0,1.0,420.0,0.0,2.0,1.0,19.0,0.0,15.0,1.0,0.0,1,6.0,1930.0,0.0,0.0,3.0
3605,-76.3375101707,40.107185481,36,7720.0,36072200801428,0.0,1.0,1628.0,44.0,4.0,2.0,6.0,0.0,37.0,5.0,0.0,1,7.0,1983.0,0.0,0.0,3.0
3606,-76.3252385371,40.1067184912,36,9351.0,36072201002008,0.0,1.0,1706.09998,36.2999992,4.0,2.0,5.0,0.0,47.0,5.0,0.0,1,7.0,1996.0,0.0,0.0,3.0
3608,-76.3484699146,40.0752635567,36,15915.0,36074100600000,0.0,1.0,9675.0,45.0,1.0,7.0,2.0,0.0,214.999985,3.0,0.0,1,6.0,1968.0,0.0,0.0,3.0
3609,-76.3630822507,40.0460654003,36,17043.0,36074101201783,0.0,1.0,498.300018,45.2999992,2.0,1.0,1.0,0.0,11.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
3610,-76.3279927679,40.0008374499,36,13093.0,36074102300000,0.0,1.0,13904.001,39.5,1.0,6.0,2.0,0.0,352.0,4.0,0.0,1,5.0,1957.0,0.0,0.0,3.0
3611,-76.0183324941,39.9852810199,36,7388.0,36074105402755,0.0,1.0,5475.0,37.5,4.0,2.0,6.0,0.0,146.0,5.0,1.0,1,5.0,1984.0,0.0,0.0,3.0
3612,-80.1763205539,41.009619722,37,3411.0,37001900602672,0.0,1.0,451.00003,0.0,2.0,1.0,19.0,0.0,11.0,1.0,0.0,1,5.0,1952.0,0.0,0.0,2.0
3613,-80.3903102862,41.0337948291,37,8122.0,37037601152152,0.0,1.0,8313.59961,43.2999992,4.0,2.0,2.0,0.0,192.0,5.0,0.0,1,7.0,1975.0,0.0,0.0,1.0
3614,-80.3906575026,41.0338240567,37,7464.0,37037601141935,0.0,1.0,8313.59961,43.2999992,4.0,2.0,2.0,0.0,192.0,5.0,0.0,1,6.0,1975.0,0.0,0.0,1.0
3615,-80.3909751479,41.0399499117,37,1284.0,37401600100000,0.0,1.0,12432.0,48.0,4.0,2.0,2.0,0.0,259.0,5.0,1.0,1,4.0,1970.0,2008.0,0.0,3.0
3616,-80.3841251183,41.0615653773,37,15586.0,37037600942007,0.0,1.0,1858.99988,0.0,2.0,1.0,19.0,0.0,13.0,1.0,0.0,1,6.0,1970.0,0.0,0.0,1.0
3618,-76.7692107382,41.2072781837,41,7351.0,41018004741381,0.0,1.0,8006.3999,57.6000023,4.0,2.0,2.0,0.0,139.0,5.0,0.0,1,6.0,1973.0,2003.0,0.0,1.0
3619,-76.7689331437,41.2074095257,41,7800.0,41018004751373,0.0,1.0,8228.80078,55.6000023,4.0,2.0,2.0,0.0,148.0,5.0,0.0,1,6.0,1973.0,2004.0,0.0,1.0
3620,-76.7700700863,41.1931423941,41,15151.0,41018004841166,0.0,1.0,2508.00024,0.0,2.0,1.0,19.0,0.0,33.0,1.0,0.0,1,7.0,1973.0,0.0,0.0,1.0
3621,-76.7852493605,41.1876328736,41,7351.0,41018004940000,0.0,1.0,4752.0,43.2000008,4.0,2.0,2.0,0.0,110.0,5.0,0.0,1,6.0,1973.0,2003.0,0.0,1.0
3622,-77.2935196502,41.1982085748,41,10166.0,41022000100000,0.0,1.0,19201.0,45.5,1.0,9.0,2.0,0.0,421.999969,4.0,0.0,1,6.0,1968.0,1998.0,1.0,2.0
3623,-77.2830524881,41.203064541,41,10166.0,41022000200944,0.0,1.0,1820.00012,45.5,4.0,2.0,6.0,0.0,40.0,5.0,1.0,1,5.0,1968.0,0.0,0.0,2.0
3624,-77.2830616268,41.2032580463,41,10174.0,41022000210984,0.0,1.0,1832.00012,45.7999992,4.0,2.0,6.0,0.0,40.0,5.0,1.0,1,5.0,1968.0,0.0,0.0,2.0
3625,-77.2614009209,41.2091816526,41,10166.0,41022000401886,0.0,1.0,13800.001,37.5,1.0,9.0,2.0,0.0,368.0,4.0,0.0,1,6.0,1968.0,1991.0,0.0,2.0
3626,-77.2521827052,41.211787499,41,23765.0,41022000501987,0.0,1.0,1596.0,0.0,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1968.0,0.0,0.0,2.0
3627,-77.2196515937,41.2195107969,41,24517.0,41022001000421,0.0,1.0,7092.00049,78.8000031,2.0,1.0,11.0,0.0,90.0,1.0,0.0,1,5.0,1938.0,1970.0,0.0,2.0
3628,-77.1837024762,41.2152106104,41,12348.0,41022001311220,0.0,1.0,1872.0,41.5999985,4.0,2.0,6.0,0.0,45.0,5.0,0.0,1,7.0,1941.0,2010.0,1.0,2.0
3629,-77.1585817808,41.223676732,41,24517.0,41022001701180,0.0,1.0,1271.99988,0.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,6.0,1941.0,1959.0,0.0,2.0
3630,-77.1055337891,41.23021954,41,9795.0,41022002300662,0.0,1.0,3853.69995,43.2999992,4.0,2.0,2.0,0.0,89.0,5.0,0.0,1,5.0,1971.0,2001.0,0.0,2.0
3631,-77.1075313325,41.230912922,41,9584.0,41022002310000,0.0,1.0,7231.09961,43.2999992,4.0,2.0,2.0,0.0,167.0,5.0,0.0,1,5.0,1971.0,2001.0,0.0,2.0
3632,-78.6191184839,41.9995961504,42,4471.0,42021905952035,0.0,1.0,18833.998,43.7999992,1.0,9.0,2.0,0.0,429.999969,4.0,0.0,1,6.0,1977.0,0.0,0.0,2.0
3633,-78.5803407193,41.9336081442,42,1307.0,42024600100620,0.0,1.0,1517.0,37.0,2.0,1.0,1.0,0.0,41.0,1.0,0.0,1,5.0,1954.0,0.0,0.0,3.0
3634,-78.5080061484,41.9316759017,42,1307.0,42024600803375,0.0,1.0,481.0,37.0,2.0,1.0,1.0,0.0,13.0,1.0,0.0,1,7.0,1954.0,0.0,0.0,3.0
3639,-76.0304800403,40.0373166755,36,5920.0,36034003000765,0.0,1.0,948.0,39.5,4.0,2.0,6.0,0.0,24.0,5.0,0.0,1,7.0,1990.0,0.0,0.0,3.0
3640,-75.9931314199,40.0348117237,36,5771.0,36034003400167,0.0,1.0,990.000061,33.0,2.0,1.0,4.0,0.0,30.0,1.0,0.0,1,5.0,1930.0,0.0,0.0,3.0
3641,-75.9482167803,40.0250900091,36,5771.0,36034003801675,0.0,1.0,945.39996,32.5999985,2.0,1.0,4.0,0.0,29.0,1.0,1.0,1,4.0,1930.0,0.0,0.0,3.0
3644,-76.1607814705,39.8981062711,36,9273.0,36037202200839,0.0,1.0,848.400085,40.4000015,2.0,1.0,1.0,0.0,21.0,1.0,1.0,1,5.0,1933.0,0.0,0.0,3.0
